wosarticle__ti	wosarticle__py	docauthinst__AU	wosarticle__doc	wosarticle__di	relevance_netrelevant
A behavioral economics approach to residential electricity consumption	2017	"Lambert-Torres, G.; <br>Siebert, L.C.; <br>Sbicca, A.; <br>Aoki, A.R.; <br>Lambert-Torres, G."	"<a href=""/scoping/document/47/809923"">809923</a>"	http://dx.doi.org/10.3390/en10060768	0
Protecting user privacy based on secret sharing with fault tolerance for big data in smart grid	2017	"Zhou, Z.; <br>Guan, Z.; <br>Si, G.; <br>Du, X.; <br>Liu, P.; <br>Zhang, Z.; <br>Zhou, Z."	"<a href=""/scoping/document/47/810636"">810636</a>"	http://dx.doi.org/10.1109/ICC.2017.7997371	0
Distribution automation analysis based on extended load data from AMI systems integration	2017	"Balakrishna, P; <br>Rajagopal, K; <br>Swarup, KS"	"<a href=""/scoping/document/47/810665"">810665</a>"	http://dx.doi.org/10.1016/j.ijepes.2016.10.005	0
On the Use of Energy Storage Systems and Linear Feedback Optimal Control for Transient Stability	2017	"Farraj, A; <br>Hammad, E; <br>Kundur, D"	"<a href=""/scoping/document/47/810667"">810667</a>"	http://dx.doi.org/10.1109/TII.2016.2632760	0
Cosmic Star Formation: A Simple Model of the SFRD(z)	2017	"Chiosi, C; <br>Sciarratta, M; <br>D'Onofrio, M; <br>Chiosi, E; <br>Brotto, F; <br>De Michele, R; <br>Politino, V"	"<a href=""/scoping/document/47/810679"">810679</a>"	http://dx.doi.org/10.3847/1538-4357/aa99d5	0
Energy-Efficient Context Aware Power Management with Asynchronous Protocol for Body Sensor Network	2017	"Magno, M; <br>Polonelli, T; <br>Casamassima, F; <br>Gomez, A; <br>Farella, E; <br>Benini, L"	"<a href=""/scoping/document/47/810682"">810682</a>"	http://dx.doi.org/10.1007/s11036-016-0755-z	0
An electrical load measurements dataset of United Kingdom households from a two-year longitudinal study	2017	"Murray, D; <br>Stankovic, L; <br>Stankovic, V"	"<a href=""/scoping/document/47/810684"">810684</a>"	http://dx.doi.org/10.1038/sdata.2016.122	0
A preliminary study towards conceptualization and implementation of a load learning model for smart automated demand response	2017	"Kumar, R.; <br>Singh, A.; <br>Vyas, S.; <br>Kumar, R."	"<a href=""/scoping/document/47/810695"">810695</a>"	http://dx.doi.org/10.1109/POWERI.2016.8077212	0
An integrated simulation study on reliable and effective distributed energy resources in smart grid	2017	"Liang, F.; <br>Mallapuram, S.; <br>Yu, W.; <br>Moulema, P.; <br>Griffith, D.; <br>Golmie, N.; <br>Liang, F."	"<a href=""/scoping/document/47/810696"">810696</a>"	http://dx.doi.org/10.1145/3129676.3129684	0
Distributed energy resources optimization for demand response using MILP	2017	"Bhattacharjee, T.; <br>Singabhattu, H.; <br>Jain, A.; <br>Bhattacharjee, T."	"<a href=""/scoping/document/47/810701"">810701</a>"	http://dx.doi.org/10.1109/TENCONSpring.2017.8070053	0
Multi-time scale control of demand flexibility in smart distribution networks	2017	"Paudyal, S.; <br>Bhattarai, B.P.; <br>Myers, K.S.; <br>Bak-Jensen, B.; <br>Paudyal, S."	"<a href=""/scoping/document/47/810723"">810723</a>"	http://dx.doi.org/10.3390/en10010037	0
Assessing the short-term revenue impacts of residential PV systems on electricity customers, retailers and network service providers	2016	None	"<a href=""/scoping/document/47/3038"">3038</a>"	http://dx.doi.org/10.1016/j.rser.2015.10.094	0
Understanding household energy consumption behavior: The contribution of energy big data analytics	2016	"Zhou, KL; <br>Yang, SL"	"<a href=""/scoping/document/47/29629"">29629</a>"	http://dx.doi.org/10.1016/j.rser.2015.12.001	0
Fostering Residential Demand Response through Dynamic Pricing Schemes: A Behavioural Review of Smart Grid Pilots in Europe	2016	"Kessels, K; <br>Kraan, C; <br>Karg, L; <br>Maggiore, S; <br>Valkering, P; <br>Laes, E"	"<a href=""/scoping/document/47/56506"">56506</a>"	http://dx.doi.org/10.3390/su8090929	0
The normative feedback approach for energy conservation behavior in the military community	2016	"Shen, M; <br>Young, R; <br>Cui, QB"	"<a href=""/scoping/document/47/76018"">76018</a>"	http://dx.doi.org/10.1016/j.enpol.2016.08.014	0
Assessment of efficiency in energy management and carbon emission reduction induced by advanced metering infrastructure	2016	"Cheung, K.-W.; <br>Ho, K.-C.; <br>Cheung, K.-W.; <br>Yau, Y.-H.; <br>Ho, K.-C.; <br>Yau, Y.-H.; <br>Ho, K.-C."	"<a href=""/scoping/document/47/76560"">76560</a>"		0
How peers' personal attitudes affect indoor microclimate and energy need in an institutional building: Results from a continuous monitoring campaign in summer and winter conditions	2016	"Pisello, AL; <br>Castaldo, VL; <br>Piselli, C; <br>Fabiani, C; <br>Cotana, F"	"<a href=""/scoping/document/47/106457"">106457</a>"	http://dx.doi.org/10.1016/j.enbuild.2016.05.053	0
Comparison of load shifting incentives for low-energy buildings with heat pumps to attain grid flexibility benefits	2016	"Patteeuw, D; <br>Henze, GP; <br>Helsen, L"	"<a href=""/scoping/document/47/106813"">106813</a>"	http://dx.doi.org/10.1016/j.apenergy.2016.01.036	0
Stochastic Centralized Dispatch Scheme for AC/DC Hybrid Smart Distribution Systems	2016	"Eajal, AA; <br>Shaaban, MF; <br>Ponnambalam, K; <br>El-Saadany, EF"	"<a href=""/scoping/document/47/113312"">113312</a>"	http://dx.doi.org/10.1109/TSTE.2016.2516530	0
Framework for selecting occupancy-focused energy interventions in buildings	2016	"Karatas, A; <br>Stoiko, A; <br>Menassa, CC"	"<a href=""/scoping/document/47/113929"">113929</a>"	http://dx.doi.org/10.1080/09613218.2016.1182330	0
Impacts of management practices on bioenergy feedstock yield and economic feasibility on Conservation Reserve Program grasslands	2016	"Anderson, EK; <br>Aberle, E; <br>Chen, CC; <br>Egenolf, J; <br>Harmoney, K; <br>Kakani, VG; <br>Kallenbach, R; <br>Khanna, M; <br>Wang, WW; <br>Lee, D"	"<a href=""/scoping/document/47/117720"">117720</a>"	http://dx.doi.org/10.1111/gcbb.12328	0
Identifying electricity-saving potential in rural China: Empirical evidence from a household survey	2016	"Yu, YH; <br>Guo, J"	"<a href=""/scoping/document/47/122906"">122906</a>"	http://dx.doi.org/10.1016/j.enpol.2016.03.031	0
Determining the relationship between a household's lifestyle and its electricity consumption in Japan by analyzing measured electric load profiles	2016	"Ozawa, A; <br>Furusato, R; <br>Yoshida, Y"	"<a href=""/scoping/document/47/143722"">143722</a>"	http://dx.doi.org/10.1016/j.enbuild.2016.03.047	0
The optimal home energy management strategy in smart grid	2016	Zhou, YM	"<a href=""/scoping/document/47/151360"">151360</a>"	http://dx.doi.org/10.1063/1.4955045	0
Combined residential demand side management strategies with coordination and economic analysis	2016	"Setlhaolo, D; <br>Xia, XH"	"<a href=""/scoping/document/47/163610"">163610</a>"	http://dx.doi.org/10.1016/j.ijepes.2016.01.016	0
Analysis of consumer choice for low-carbon technologies by using neural networks	2016	"Kennedy, M; <br>Dinh, VN; <br>Basu, B"	"<a href=""/scoping/document/47/194723"">194723</a>"	http://dx.doi.org/10.1016/j.jclepro.2015.10.035	0
Parallel Machine Scheduling Under Time-of-Use Electricity Prices: New Models and Optimization Approaches	2016	"Ding, JY; <br>Song, SJ; <br>Zhang, R; <br>Chiong, R; <br>Wu, C"	"<a href=""/scoping/document/47/249424"">249424</a>"	http://dx.doi.org/10.1109/TASE.2015.2495328	0
One size does not fit all: Establishing the need for targeted eco-feedback	2016	"Khosrowpour, A; <br>Xie, YM; <br>Taylor, JE; <br>Hong, YL"	"<a href=""/scoping/document/47/262149"">262149</a>"	http://dx.doi.org/10.1016/j.apenergy.2016.10.036	5
Optimization of Standalone Solar Heat Fired Absorption Chiller for Typical Australian Homes	2016	"Abdullah, G.F.; <br>Belusko, M.; <br>Abdullah, G.F.; <br>Saman, W.; <br>Saman, W.; <br>Whaley, D.; <br>Belusko, M.; <br>Whaley, D.; <br>Belusko, M."	"<a href=""/scoping/document/47/277641"">277641</a>"	http://dx.doi.org/10.1016/j.egypro.2016.06.232	0
An action theory-based electricity saving web portal for households with an interface to smart meters	2016	"Mack, B; <br>Tampe-Mai, K"	"<a href=""/scoping/document/47/285134"">285134</a>"	http://dx.doi.org/10.1016/j.jup.2016.05.003	0
A method for identifying and quantifying Usage EcoDrifts	2016	"Popoff, A; <br>Millet, D; <br>Pialot, O"	"<a href=""/scoping/document/47/290141"">290141</a>"	http://dx.doi.org/10.1016/j.jclepro.2016.07.122	0
Competition and norms: A self-defeating combination?	2016	"Alberts, G; <br>Gurguc, Z; <br>Koutroumpis, P; <br>Martin, R; <br>Muuls, M; <br>Napp, T"	"<a href=""/scoping/document/47/337658"">337658</a>"	http://dx.doi.org/10.1016/j.enpol.2016.06.001	1
Financial incentive approaches for reducing peak electricity demand, experience from pilot trials with a UK energy provider	2016	"Bradley, P; <br>Coke, A; <br>Leach, M"	"<a href=""/scoping/document/47/338338"">338338</a>"	http://dx.doi.org/10.1016/j.enpol.2016.07.022	1
Impact of subsidization on high energy performance designs for Kuwaiti residential buildings	2016	"Ameer, B; <br>Krarti, M"	"<a href=""/scoping/document/47/352024"">352024</a>"	http://dx.doi.org/10.1016/j.enbuild.2016.01.018	0
Labels as nudges? An experimental study of car eco-labels	2016	"Codagnone, C; <br>Veltri, GA; <br>Bogliacino, F; <br>Lupianez-Villanueva, F; <br>Gaskell, G; <br>Ivchenko, A; <br>Ortoleva, P; <br>Mureddu, F"	"<a href=""/scoping/document/47/362286"">362286</a>"	http://dx.doi.org/10.1007/s40888-016-0042-2	0
Electricity restructuring, greenhouse gas emissions efficiency and employment reallocation	2016	"Kim, D; <br>Jeong, J"	"<a href=""/scoping/document/47/363186"">363186</a>"	http://dx.doi.org/10.1016/j.enpol.2016.02.009	0
Gas-fired combined cooling, heating and power (CCHP) in Beijing: A techno-economic analysis	2016	"Yan, BF; <br>Xue, S; <br>Li, YF; <br>Duan, JH; <br>Zeng, M"	"<a href=""/scoping/document/47/364797"">364797</a>"	http://dx.doi.org/10.1016/j.rser.2016.05.036	0
The effectiveness of home energy audits: A case study of Jackson, Wyoming	2016	"Considine, TJ; <br>Sapci, O"	"<a href=""/scoping/document/47/406375"">406375</a>"	http://dx.doi.org/10.1016/j.reseneeco.2016.02.004	1
Would an Energy Conservation Nudge in Hotels Encourage Hotel Guests to Conserve?	2016	"Chang, H; <br>Huh, C; <br>Lee, MJ"	"<a href=""/scoping/document/47/421112"">421112</a>"	http://dx.doi.org/10.1177/1938965515588132	0
The feasibility of medical office building green upgrades from an owner/lessor perspective	2016	"Brotman, B.A.; <br>Brotman, B.A."	"<a href=""/scoping/document/47/456862"">456862</a>"	http://dx.doi.org/10.1108/JPIF-03-2016-0017	0
Liquid nitrogen energy storage for air conditioning and power generation in domestic applications	2016	"Ahmad, A; <br>Al-Dadah, R; <br>Mahmoud, S"	"<a href=""/scoping/document/47/460477"">460477</a>"	http://dx.doi.org/10.1016/j.enconman.2016.09.063	0
Promoting household energy conservation in low-income households through tailored interventions in Grahamstown, South Africa	2016	"Thondhlana, G; <br>Kua, HW"	"<a href=""/scoping/document/47/496117"">496117</a>"	http://dx.doi.org/10.1016/j.jclepro.2016.05.026	1
How building users can contribute to greenhouse-gas emission reductions in Finland: comparative study of standard technical measures, user modifications and behavioural measures	2016	"Mattinen, MK; <br>Tainio, P; <br>Salo, M; <br>Jalas, M; <br>Nissinen, A; <br>Heiskanen, E"	"<a href=""/scoping/document/47/515778"">515778</a>"	http://dx.doi.org/10.1007/s12053-015-9366-y	0
Passive house design-An efficient solution for residential buildings in Romania	2016	"Dan, D; <br>Tanasa, C; <br>Stoian, V; <br>Brata, S; <br>Stoian, D; <br>Nagy-Gyorgy, T; <br>Florut, SC"	"<a href=""/scoping/document/47/590020"">590020</a>"	http://dx.doi.org/10.1016/j.esd.2016.03.007	0
The potential of energy behaviours in a smart(er) grid: Policy implications from a Portuguese exploratory study	2016	"Lopes, MAR; <br>Antunes, CH; <br>Janda, KB; <br>Peixoto, P; <br>Martins, N"	"<a href=""/scoping/document/47/591339"">591339</a>"	http://dx.doi.org/10.1016/j.enpol.2015.12.014	0
Householders' Mental Models of Domestic Energy Consumption: Using a Sort-And-Cluster Method to Identify Shared Concepts of Appliance Similarity	2016	"Gabe-Thomas, E; <br>Walker, I; <br>Verplanken, B; <br>Shaddick, G"	"<a href=""/scoping/document/47/593619"">593619</a>"	http://dx.doi.org/10.1371/journal.pone.0158949	0
Optimization of energy expenditure in smart homes under time-of-use pricing	2016	"Ferreira, H.C.; <br>Longe, O.M.; <br>Ouahada, K.; <br>Rimer, S.; <br>Ferreira, H.C."	"<a href=""/scoping/document/47/602138"">602138</a>"	http://dx.doi.org/10.1109/ISGT-Asia.2015.7386988	1
The integration of wireless sensor networks and monitoring technology for advanced metering infrastructure	2016	"Hung, C.-W.; <br>Mao, W.-L.; <br>Mao, W.-L.; <br>Suprapto; <br>Fan, W.-H.; <br>Suprapto; <br>Fan, W.-H.; <br>Hung, C.-W.; <br>Hung, C.-W."	"<a href=""/scoping/document/47/656859"">656859</a>"		0
Air conditioning and power generation for residential applications using liquid nitrogen	2016	"Ahmad, A; <br>Al-Dadah, R; <br>Mahmoud, S"	"<a href=""/scoping/document/47/660438"">660438</a>"	http://dx.doi.org/10.1016/j.apenergy.2016.11.022	0
Innovative impact assessment of electric vehicles charging loads on distribution transformers using real data	2016	"Godina, R; <br>Rodrigues, EMG; <br>Paterakis, NG; <br>Erdinc, O; <br>Catalao, JPS"	"<a href=""/scoping/document/47/673164"">673164</a>"	http://dx.doi.org/10.1016/j.enconman.2016.04.087	0
An Experimental Study of the Impact of Dynamic Electricity Pricing on Consumer Behavior: An Analysis for a Remote Island in Japan	2016	"Nguyen, TTK; <br>Shimada, K; <br>Ochi, Y; <br>Matsumoto, T; <br>Matsugi, H; <br>Awata, T"	"<a href=""/scoping/document/47/675024"">675024</a>"	http://dx.doi.org/10.3390/en9121093	1
Exploring the effectiveness of social messages on promoting energy conservation behavior in buildings	2016	"Khashe, S; <br>Heydarian, A; <br>Becerik-Gerber, B; <br>Wood, W"	"<a href=""/scoping/document/47/678288"">678288</a>"	http://dx.doi.org/10.1016/j.buildenv.2016.03.019	0
What goes on behind closed doors? How college dormitory residents change to save energy during a competition-based energy reduction intervention	2016	"Sintov, N; <br>Dux, E; <br>Tran, A; <br>Orosz, M"	"<a href=""/scoping/document/47/678804"">678804</a>"	http://dx.doi.org/10.1108/IJSHE-02-2015-0027	1
Uptake and usage of cost-reflective electricity pricing: Insights from psychology and behavioural economics	2016	"Hobman, EV; <br>Frederiks, ER; <br>Stenner, K; <br>Meikle, S"	"<a href=""/scoping/document/47/694425"">694425</a>"	http://dx.doi.org/10.1016/j.rser.2015.12.144	0
Effects of demand side management on Chinese household electricity consumption: Empirical findings from Chinese household survey	2016	"Khanna, NZ; <br>Guo, J; <br>Zheng, XY"	"<a href=""/scoping/document/47/697462"">697462</a>"	http://dx.doi.org/10.1016/j.enpol.2016.04.049	0
Stochastic control of smart home energy management with plug-in electric vehicle battery energy storage and photovoltaic array	2016	"Wu, XH; <br>Hu, XS; <br>Moura, S; <br>Yin, XF; <br>Pickert, V"	"<a href=""/scoping/document/47/709278"">709278</a>"	http://dx.doi.org/10.1016/j.jpowsour.2016.09.157	0
The effect of real-time context-aware feedback on occupants' heating behaviour and thermal adaptation	2016	"Vellei, M; <br>Natarajan, S; <br>Biri, B; <br>Padget, J; <br>Walker, I"	"<a href=""/scoping/document/47/740339"">740339</a>"	http://dx.doi.org/10.1016/j.enbuild.2016.03.045	0
Cost-reflective electricity pricing: Consumer preferences and perceptions	2016	"Hall, NL; <br>Jeanneret, TD; <br>Rai, A"	"<a href=""/scoping/document/47/763083"">763083</a>"	http://dx.doi.org/10.1016/j.enpol.2016.04.042	0
A field study of human factors and vehicle performance associated with PHEV adaptation	2016	"Farhar, BC; <br>Maksimovic, D; <br>Tomac, WA; <br>Coburn, TC"	"<a href=""/scoping/document/47/764381"">764381</a>"	http://dx.doi.org/10.1016/j.enpol.2016.03.003	0
Merit-order effects of renewable energy and price divergence in California's day-ahead and real-time electricity markets	2016	"Woo, CK; <br>Moore, J; <br>Schneiderman, B; <br>Ho, T; <br>Olson, A; <br>Alagappan, L; <br>Chawla, K; <br>Toyama, N; <br>Zarnikau, J"	"<a href=""/scoping/document/47/764389"">764389</a>"	http://dx.doi.org/10.1016/j.enpol.2016.02.023	0
The influence of nonlinear pricing policy on residential electricity demand-A case study of Anhui residents	2016	"Ye, B; <br>Ge, F; <br>Rong, XT; <br>Li, LL"	"<a href=""/scoping/document/47/802387"">802387</a>"	http://dx.doi.org/10.1016/j.esr.2016.09.001	0
The peak-shaving efficiency analysis of natural gas time-of-use pricing for residential consumers: Evidence from multi-agent simulation	2016	"Li, LL; <br>Gong, CZ; <br>Tian, SZ; <br>Jiao, JL"	"<a href=""/scoping/document/47/803080"">803080</a>"	http://dx.doi.org/10.1016/j.energy.2015.12.042	0
Energy-efficiency impacts of an air-quality feedback device in residential buildings: An agent-based modeling assessment	2016	"Jensen, T; <br>Holtz, G; <br>Baedeker, C; <br>Chappin, EJL"	"<a href=""/scoping/document/47/803103"">803103</a>"	http://dx.doi.org/10.1016/j.enbuild.2015.11.067	0
Distinguishing between green building occupants' reasoned and unplanned behaviours	2016	"Hewitt, EL; <br>Andrews, CJ; <br>Senick, JA; <br>Wener, RE; <br>Krogmann, U; <br>Allacci, MS"	"<a href=""/scoping/document/47/803216"">803216</a>"	http://dx.doi.org/10.1080/09613218.2015.1015854	0
Demand response control of residential HVAC loads based on dynamic electricity prices and economic analysis	2016	"Yoon, JH; <br>Baldick, R; <br>Novoselac, A"	"<a href=""/scoping/document/47/803241"">803241</a>"	http://dx.doi.org/10.1080/23744731.2016.1195659	0
Evaluating a behavioral demand response trial in Japan: evidence from the summer of 2013	2016	"Mukai, T; <br>Nishio, K; <br>Komatsu, H; <br>Uchida, T; <br>Ishida, K"	"<a href=""/scoping/document/47/803896"">803896</a>"	http://dx.doi.org/10.1007/s12053-016-9440-0	1
